device_brand,os,screen_size,X4g,X5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_new_price,normalized_used_price
Coolpad,Android,12.83,yes,no,13,5,16,4,2500,163,2016,1011,5.299067085,4.146146061
Coolpad,Android,12.83,yes,no,13,5,16,4,3000,168,2016,1028,4.769158036,4.107096246
Coolpad,Android,12.83,yes,no,13,5,64,4,2800,170,2016,703,5.941748955,4.91125685
Coolpad,Android,12.7,yes,no,8,2,32,4,2000,125,2016,1040,4.871219958,4.046553898
Coolpad,Android,10.34,yes,no,8,5,16,4,1800,120,2016,755,5.193567775,4.274858931
Coolpad,Android,12.7,yes,no,13,5,16,4,2500,142,2016,779,4.686381441,4.204095426
Coolpad,Android,12.83,yes,no,13,5,16,4,3000,138.5,2015,1014,4.774490931,4.131158535
Coolpad,Android,12.83,yes,no,13,5,32,4,2500,138.5,2015,883,5.301263024,4.590259573
Coolpad,Android,12.83,yes,no,8,2,32,4,2500,158,2015,725,5.082521753,4.349890765
Coolpad,Android,10.34,yes,no,8,5,32,4,1800,119,2015,820,5.021179508,4.243339115
Others,Android,25.53,yes,no,8,2,32,4,7000,597,2015,848,6.129268051,4.964730962
Others,Android,20.42,yes,no,8,2,16,4,5900,305,2014,939,5.517332407,4.658047226
Others,Android,20.32,no,no,5,2,16,4,4100,292,2013,735,4.865455368,4.273466561
Others,Android,17.78,no,no,3.15,0.3,16,4,4100,234,2013,613,4.585171539,3.834061464
Others,Android,20.35,yes,no,8,24,256,4,3400,171,2019,354,6.801738993,5.820705882
Others,Android,12.57,yes,no,12,8,16,4,4000,139,2018,687,4.874051629,4.14472077
Others,Android,12.57,no,no,12,8,32,4,4000,139,2018,377,4.517758729,4.403910428
Others,Android,12.7,yes,no,13,5,16,4,3000,142.5,2018,493,5.43929596,4.395066248
Others,Others,5.28,no,no,0.3,8,32,0.25,3100,130,2018,504,3.693618208,3.277144733
Others,Android,5.18,yes,no,5,8,32,4,2000,256,2018,711,4.786074072,4.263524591
Others,Android,12.83,yes,no,16,8,32,4,4000,203,2018,645,6.109669716,5.163470824
Others,Android,12.93,yes,no,12,8,64,4,4500,190,2018,608,5.885409346,4.933538244
Others,Android,12.83,yes,no,13,5,16,4,5000,203,2017,594,5.246286958,4.619368905
Others,Android,12.83,yes,no,13,5,32,4,3000,180,2017,792,4.781976562,4.410006521
Others,Android,12.7,no,no,5,2,32,4,2000,167,2017,715,4.385271365,3.97724879
Others,Android,12.75,yes,no,13,5,16,4,4000,206,2017,836,5.799122957,4.892902257
Others,Others,5.18,no,no,0.3,5,32,4,1500,112,2017,770,3.881976084,3.24376354
Others,Others,5.18,yes,no,0.3,5,32,4,1000,92,2017,629,3.667144962,3.259249719
Others,Android,10.16,no,no,2,0.3,16,4,1300,105,2015,1034,4.05958057,3.055886196
Others,Android,12.7,no,no,5,2,32,4,2100,145,2015,573,4.388008706,4.037068494
Others,Android,10.29,no,no,5,2,32,4,1600,125,2015,962,4.270536259,3.88567903
Others,Android,12.7,no,no,8,5,32,4,2000,150,2015,1031,4.628593701,3.897924081
Others,Android,12.7,no,no,13,5,32,4,2000,150,2014,944,5.255201075,4.512616204
Others,Android,10.16,no,no,8,0.3,16,4,1400,121,2014,1061,4.59643212,3.985830933
Others,Android,12.7,no,no,13,5,32,4,2500,154.5,2013,1030,6.089452955,4.355682659
Others,Android,10.16,no,no,5,0.3,16,4,1400,154.5,2013,863,4.949610592,3.902376628
Others,Android,10.29,no,no,5,0.3,16,4,2000,147.7,2013,619,4.997279839,4.140114296
Others,Android,10.29,no,no,8,2,16,4,1700,147,2013,715,5.302608148,3.664586762
Others,Android,12.7,no,no,13,2,16,4,2000,168,2013,994,5.39648709,4.499365127
Others,Android,12.7,no,no,13,2,16,4,1900,165,2013,966,5.561296826,4.254761284
Others,Android,10.29,no,no,8,2,16,4,1700,150.5,2013,944,5.39494486,4.484921613
Others,Android,10.16,no,no,5,0.3,16,4,1500,130.5,2013,727,5.011035214,4.143610804
Gionee,Android,13.84,yes,no,8,5,16,4,2670,135.6,2018,645,4.879994956,4.351567427
Gionee,Android,15.27,yes,no,13,8,64,4,3600,177,2017,854,6.213807778,4.902975842
Gionee,Android,15.21,yes,no,13,8,64,4,3410,165,2017,778,5.7676958,4.961655112
Gionee,Android,12.88,yes,no,13,16,32,4,3030,141,2017,619,5.298367365,4.789073824
Gionee,Android,16.33,yes,no,13,8,128,4,5000,241,2017,726,6.507695536,4.999506936
Gionee,Android,15.24,yes,no,13,8,64,4,5000,199,2017,847,5.553889385,4.881513214
Gionee,Android,15.27,yes,no,13,8,64,4,4000,180,2017,603,5.889957708,4.372481222
Gionee,Android,15.24,yes,no,12,8,64,4,6020,215,2017,623,6.131726365,4.991656327
Gionee,Android,15.24,yes,no,13,20,64,4,4550,226,2017,756,5.915042361,4.825670246
Gionee,Android,12.83,yes,no,13,16,64,4,4010,182,2017,750,5.635503634,4.571303116
Gionee,Android,12.78,yes,no,13,8,32,4,4000,162,2017,660,5.520700629,4.260141447
Gionee,Android,12.88,yes,no,13,8,128,4,7000,238,2016,656,7.047204129,5.674628257
Gionee,Android,12.7,yes,no,8,5,16,4,4000,160,2016,567,5.347583608,4.195395806
Gionee,Android,12.7,yes,no,8,5,16,4,2300,167,2016,819,4.942713278,4.310262068
Gionee,Android,12.83,yes,no,13,13,64,4,3000,168.2,2016,992,5.916633236,4.465563232
Gionee,Android,12.83,yes,no,13,5,32,4,3065,183,2016,819,5.248864483,4.356452384
Gionee,Android,12.83,yes,no,13,8,32,4,3150,166,2016,970,5.63432521,4.645640119
Gionee,Android,12.83,yes,no,13,8,64,4,3130,170,2016,835,5.971236329,5.007497042
Gionee,Android,10.29,no,no,5,2,32,4,1800,153,2016,606,4.485485343,3.745968421
Gionee,Android,10.21,yes,no,16,5,64,4,2530,207.7,2016,873,6.307478942,5.073359671
Gionee,Android,12.83,yes,no,16,8,64,4,3000,147.2,2016,694,6.110025058,5.161695489
Gionee,Android,12.7,no,no,8,5,16,4,4000,167.6,2016,941,4.78574021,4.199905058
Gionee,Android,12.83,yes,no,8,5,16,4,5000,200,2015,713,5.823726137,4.295106163
Gionee,Android,15.24,yes,no,13,5,64,4,5020,208,2015,945,6.039516344,4.336898507
Gionee,Android,12.7,yes,no,8,5,32,4,4000,183,2015,779,5.131613221,4.507667605
Gionee,Android,12.7,no,no,5,2,16,4,2000,153,2015,1069,4.512287059,3.573468603
Gionee,Android,12.83,yes,no,13,5,32,4,3150,147,2015,829,5.667740703,4.803036954
Gionee,Android,12.7,yes,no,8,5,16,4,2400,136.6,2015,967,4.87557893,4.138520925
Gionee,Android,15.24,yes,no,24,8,64,4,3500,210,2015,1022,6.174743978,5.3574821
Gionee,Android,12.7,yes,no,8,5,16,4,5000,176,2015,1054,5.392672545,4.548494009
Gionee,Android,12.83,yes,no,13,5,32,4,6020,211,2015,892,5.799153259,5.004885462
Gionee,Android,10.29,no,no,5,2,32,4,1800,176,2015,886,4.791068671,3.883829271
Gionee,Android,12.75,yes,no,13,8,16,4,2700,125.3,2015,623,5.985672807,4.904904339
Gionee,Android,12.7,no,no,8,2,32,4,5000,180.3,2014,950,5.137737732,4.160912273
Gionee,Android,10.36,no,no,8,5,16,4,2050,97.7,2014,911,5.479054335,4.185555442
Gionee,Android,12.7,no,no,5,2,32,4,1950,150,2015,595,4.802380355,4.033709524
Gionee,Android,10.29,no,no,5,2,32,4,1800,88.2,2014,547,4.598246271,3.89324785
Gionee,Android,12.7,no,no,13,5,16,4,2300,133,2014,699,5.602635293,4.783232686
Gionee,Android,10.34,no,no,13,0.3,16,4,1800,142.9,2013,1000,5.427106281,4.461415282
Gionee,Android,12.83,yes,no,16,8,16,4,2500,150,2013,738,5.831325137,4.632104187
Gionee,Android,12.7,no,no,13,5,32,4,2000,142.9,2013,632,5.522580291,4.417031744
Gionee,Android,10.36,no,no,8,5,16,4,2000,135,2013,894,5.297066585,4.360675309
Gionee,Android,10.34,no,no,8,2,16,4,1800,142.9,2013,753,5.192289962,3.86388263
Gionee,Android,12.7,no,no,8,2,16,4,4200,115.35,2014,614,4.865532448,3.689129423
Gionee,Android,12.88,no,no,13,5,16,4,3200,115.35,2014,939,5.395534817,4.256179925
Gionee,Android,12.83,no,no,5,0.3,16,4,2250,142.9,2013,682,4.699297849,3.660222745
Gionee,Android,12.78,no,no,8,2,16,4,3000,142.9,2013,755,5.063923264,3.938664936
Gionee,Android,12.7,no,no,8,0.3,16,4,2100,142.9,2013,541,4.603268379,3.740047741
Gionee,Android,10.24,no,no,5,0.3,16,4,1700,142.9,2013,872,4.524285457,3.374511116
Gionee,Android,10.16,no,no,5,0.3,16,4,1700,142.9,2013,779,4.249209273,3.348850901
Gionee,Android,7.75,no,no,2,0.3,512,0.25,1500,142.9,2013,602,4.099166253,3.104586678
Gionee,Android,10.03,no,no,2,0.3,16,4,1700,142.9,2013,848,4.494908792,3.47010136
Gionee,Android,7.75,no,no,3.15,0.3,16,4,1500,142.9,2013,824,4.097173889,3.335057579
Gionee,Android,10.24,no,no,5,0.3,16,4,1800,142.9,2013,834,4.606968568,3.812865434
Gionee,Android,10.29,no,no,5,0.3,16,4,1800,142.9,2013,688,4.698113932,3.535145354
Gionee,Android,11.81,no,no,8,1,16,4,2100,142.9,2013,719,5.140844508,4.346787983
Google,Android,12.7,yes,no,12.2,8,64,4,2700,143,2017,890,6.310845121,4.825028346
Google,Android,15.24,yes,no,12.2,8,64,4,3520,175,2017,554,6.272367443,5.247760643
Google,Android,12.83,yes,no,12.3,8,32,4,3450,168,2016,1021,5.936955562,5.042586055
Google,Android,12.7,yes,no,12.3,8,32,4,2770,143,2016,848,5.671810095,4.565077092
Google,Android,25.45,no,no,8,2,32,4,9240,517,2015,584,5.826059103,5.032201072
Others,Android,12.83,yes,no,13,5,32,4,3000,160,2017,556,4.783734694,4.177306083
Honor,Android,15.77,yes,no,13,32,256,4,3400,164,2019,372,5.343147318,5.303105883
Honor,Android,15.77,yes,no,13,32,128,4,3400,164,2019,289,5.634396669,4.974178757
Honor,Android,15.47,yes,no,13,8,64,4,3020,150,2019,431,5.296165052,4.782144136
Honor,Android,20.32,yes,no,8,8,64,4,5100,310,2019,190,5.295964601,4.789822358
Honor,Android,15.34,yes,no,13,25,256,4,4000,180,2018,410,6.346828632,5.414677168
Honor,Android,16.23,yes,no,13,16,128,4,3500,206,2019,396,6.218121918,5.131081447
Honor,Android,16.23,yes,no,13,14.5,128,4,3500,206,2018,443,6.309263518,4.896570338
Honor,Android,15.47,yes,no,13,8,32,4,3020,150,2019,283,4.610356713,4.270955399
Honor,Android,15.77,yes,no,13,24,64,4,3400,162,2018,720,5.345391774,4.743278588
Honor,Android,15.9,yes,no,13,8,32,4,4000,167,2018,680,5.136386499,4.353241283
Honor,Android,15.37,yes,no,13,16,64,4,3750,175,2018,718,5.602598411,4.961234944
Honor,Android,18.08,yes,no,13,8,64,4,5000,210,2018,535,5.521660898,4.64851699
Honor,Android,17.65,yes,no,13,13,128,4,5000,230,2018,557,5.989412443,4.698296164
Honor,Android,14.83,yes,no,13,16,64,4,3000,152,2018,626,5.390303847,4.938637914
Honor,Android,15.32,yes,no,13,16,64,4,3750,176,2018,455,5.766381616,5.078667704
Honor,Android,13.84,yes,no,13,5,16,4,3020,142,2018,697,4.700389453,4.406475315
Honor,Android,14.83,yes,no,13,24,64,4,3400,153,2018,420,5.993612239,5.302857047
Honor,Android,12.88,yes,no,13,8,32,4,3000,150,2018,663,4.776093698,4.243769809
Honor,Android,15.21,yes,no,13,8,32,4,3000,164,2018,641,5.293103799,4.480400299
Honor,Android,14.35,yes,no,13,8,64,4,3000,149,2017,778,5.242170206,4.671613143
Honor,Android,15.06,yes,no,13,8,64,4,3340,165,2017,628,5.663828159,4.819555496
Honor,Android,15.21,yes,no,13,13,128,4,3750,172,2017,814,5.917091155,4.687303016
Honor,Android,12.75,yes,no,13,8,32,4,3000,145,2017,632,5.192734604,4.609759638
Honor,Android,13.08,yes,no,13,8,64,4,3200,155,2017,751,5.742682624,4.477450444
Honor,Android,12.7,yes,no,13,5,32,4,3020,143,2017,683,4.856551279,4.177459469
Honor,Android,12.88,yes,no,12,8,64,4,4000,184,2017,557,5.969448973,4.825670246
Honor,Android,12.93,yes,no,12,8,64,4,2900,145,2016,729,5.989713014,4.839767887
Honor,Android,12.88,yes,no,12,8,32,4,3500,170,2016,675,5.767038924,4.714114273
Honor,Android,20.32,yes,no,8,2,16,4,4800,340,2016,1027,5.433765671,4.356324137
Honor,Android,12.83,yes,no,13,8,64,4,3300,162,2016,595,5.187665096,4.703928958
Honor,Android,12.83,yes,no,13,8,16,4,3100,168,2016,670,4.932169121,4.29374172
Honor,Android,15.39,yes,no,13,5,32,4,4500,219,2016,1014,5.992014396,4.420405648
Honor,Android,12.75,yes,no,12,8,32,4,3000,153,2016,1039,5.555630434,4.790487252
Honor,Android,12.7,yes,no,13,5,16,4,2200,140,2016,672,4.78548974,4.424607082
Honor,Android,12.75,yes,no,13,8,16,4,3300,156,2016,556,5.135739612,4.596835549
Honor,Android,12.7,yes,no,13,5,16,4,4000,160,2016,1001,4.946416722,4.455393261
Honor,Android,12.83,yes,no,13,5,16,4,3000,158,2015,826,5.193512252,4.46383701
Honor,Android,12.75,yes,no,13,13,32,4,3100,160,2015,592,5.737604023,4.765416535
Honor,Android,12.75,yes,no,20,8,16,4,3100,157,2015,960,5.705481031,4.405132623
Honor,Android,10.29,no,no,8,2,32,4,1730,159,2015,894,4.248209487,3.883006056
Honor,Android,12.7,no,no,13,5,32,4,2550,162,2015,727,5.137913845,4.315352501
Honor,Android,12.83,yes,no,8,8,16,4,3600,165,2014,1083,5.765253797,4.321878462
Honor,Android,12.83,yes,no,13,5,32,4,3000,165,2014,904,5.294409742,4.572337029
Honor,Android,12.7,no,no,8,2,16,4,2000,156,2014,700,4.62399194,3.981362484
Honor,Android,12.7,yes,no,8,2,32,4,2000,160,2014,847,4.605070181,3.855875845
Honor,Android,12.7,no,no,8,2,16,4,2000,156,2014,545,4.862057943,3.872658282
Honor,Android,12.7,yes,no,13,5,16,4,3100,130,2014,829,5.674628257,4.640151155
Honor,Android,12.83,no,no,13,5,32,4,3000,162,2014,668,5.297517046,4.142658423
Honor,Android,12.7,yes,no,8,5,32,4,2300,140,2014,805,5.295062074,4.50821866
Honor,Android,12.83,no,no,13,5,32,4,3000,162,2013,1083,5.515644033,4.49880917
Honor,Android,12.7,no,no,8,5,32,4,2300,140,2013,1090,4.947198388,4.159195535
Honor,Android,10.34,no,no,13,1.3,32,4,2150,138,2013,840,5.433328913,4.390862483
Others,Windows,15.14,yes,no,16,8,64,4,4150,195,2016,711,6.550308609,5.427853288
Others,Android,30.56,no,no,8,2,32,4,2500,850,2015,652,6.194772671,5.239310186
Others,Android,25.43,no,no,5,2,16,4,8380,855,2015,889,5.480263853,5.163585253
Others,Android,19.96,no,no,8,2,16,4,5900,350,2015,976,5.965608133,4.849135453
Others,Android,15.24,no,no,8,2,16,4,3000,160,2014,900,5.304050898,4.054216771
Others,Android,17.65,no,no,5,0.3,32,4,3000,305,2014,806,4.957445466,4.494350351
Others,Android,17.78,no,no,2,0.3,32,4,2800,294.8,2014,634,4.240607069,4.18235544
Others,Android,19.94,no,no,2,0.3,16,4,3800,313,2014,664,4.792230497,4.297285406
Others,Android,17.78,yes,no,13,5,16,4,5000,239,2014,678,5.996277944,5.062088576
Others,Android,17.78,no,no,5,2,16,4,4100,325,2014,601,5.198938923,4.613039144
Others,Android,15.24,no,no,5,2,16,4,3000,160,2014,930,5.595863132,4.459450532
Others,Android,25.4,no,no,5,2,16,4,7000,626,2013,591,5.391671088,5.02427518
Others,Android,17.78,no,no,5,0.3,16,4,4100,319.8,2013,939,5.006627273,4.428790939
Others,Android,17.78,no,no,5,0.3,32,4,4000,340.2,2013,621,4.69217323,4.399006655
Others,Android,17.78,no,no,3.15,0.3,32,4,2000,372,2013,855,4.862753811,4.418238017
HTC,Android,12.88,yes,no,13,13,64,4,3075,150,2018,687,5.299616522,4.757719584
HTC,Android,15.24,yes,no,13,13,128,4,3600,175,2018,682,5.701813872,4.668426636
HTC,Android,15.24,yes,no,13,10.5,64,4,3500,188,2018,384,6.478325293,5.414588148
HTC,Android,15.24,yes,no,13,8,32,4,2965,157.5,2018,537,5.521940803,4.806640562
HTC,Android,12.83,yes,no,13,5,32,4,2730,137,2018,708,4.864452784,4.065945088
HTC,Android,15.24,yes,no,12,10.5,64,4,3930,185,2018,426,5.993687075,5.087411133
HTC,Android,15.24,yes,no,12,8,128,4,3930,188,2017,561,6.492724566,4.669364898
HTC,Android,12.75,yes,no,16,16,64,4,2600,142,2017,859,5.34834486,4.664570529
HTC,Android,12.83,yes,no,12,16,128,4,3000,169,2017,634,5.916309874,5.099744469
HTC,Android,12.83,yes,no,16,8,32,4,3000,175,2017,669,5.301163313,4.39432569
HTC,Android,12.88,yes,no,12,16,64,4,3000,170,2017,880,5.521020821,4.912140047
HTC,Android,12.75,yes,no,16,16,64,4,2500,145,2017,774,5.016882407,4.789572909
HTC,Android,12.83,yes,no,16,8,32,4,3200,174,2016,728,5.439426228,4.625364893
HTC,Android,12.7,yes,no,13,5,16,4,2200,140,2016,744,5.15282906,4.009875406
HTC,Android,12.83,yes,no,20,13,64,4,3000,165,2016,562,5.564903476,4.718409582
HTC,Android,12.83,yes,no,13,5,32,4,2700,155,2016,682,5.304050898,4.505681287
HTC,Android,12.7,yes,no,13,5,32,4,2300,149.8,2016,948,5.019198525,4.562053895
HTC,Android,12.83,yes,no,13,5,32,4,2800,153,2016,714,5.393991117,4.543826556
HTC,Android,12.7,yes,no,13,5,32,4,2200,142,2016,1031,5.304846009,4.259435182
HTC,Android,12.7,yes,no,13,4,16,4,2840,158,2016,828,5.521540915,4.553771623
HTC,Android,12.83,yes,no,13,4,32,4,2800,156,2016,748,5.294158731,4.439351701
HTC,Android,12.7,yes,no,13,4,16,4,2840,158,2016,738,5.344437302,4.566325402
HTC,Android,12.75,yes,no,12,5,32,4,3000,161,2016,692,5.523578674,4.175770928
HTC,Android,12.75,yes,no,12,5,32,4,3000,161,2016,1001,5.698568908,4.746409298
HTC,Android,12.83,yes,no,13,5,16,4,2700,155,2016,703,5.481513541,4.493456196
HTC,Android,12.7,yes,no,13,5,16,4,2200,140,2016,597,5.243174567,4.609560534
HTC,Android,12.7,yes,no,8,5,16,4,2200,140,2016,699,5.140024788,4.100326634
HTC,Android,12.7,yes,no,5,1.3,32,4,2000,140.1,2016,790,4.237723145,3.852060664
HTC,Android,12.83,yes,no,13,5,32,4,3000,170,2015,909,5.709996461,4.880526609
HTC,Android,12.7,yes,no,13,4,16,4,2840,158,2015,559,5.601269752,4.131640347
HTC,Android,12.83,yes,no,13,4,16,4,2800,155,2015,565,5.516367971,4.730745009
HTC,Android,12.83,yes,no,13,5,16,4,2800,153,2015,921,5.487945499,4.587515251
HTC,Android,12.83,yes,no,13,4,16,4,2600,165,2015,719,5.735830087,4.119524861
HTC,Android,12.75,yes,no,20.2,13,32,4,2700,161,2015,574,5.701346176,4.703294584
HTC,Android,12.7,yes,no,13,4,16,4,2150,143,2015,690,5.700376682,4.666359354
HTC,Android,12.75,yes,no,21,4,32,4,2840,168,2015,895,6.174972899,4.404766122
HTC,Android,12.7,yes,no,8,2,32,4,2000,138.9,2015,857,5.254887809,4.256605125
HTC,Android,10.34,yes,no,8,2,32,4,2000,156,2015,700,4.695193689,3.948354935
HTC,Android,12.75,yes,no,20,4,32,4,2840,155,2015,863,5.826000107,4.812021741
HTC,Android,12.83,no,no,13,8,16,4,2600,154.5,2015,916,5.186603377,4.144879236
HTC,Android,10.29,no,no,8,2,32,4,2000,146,2015,892,4.879006852,4.227855121
HTC,Android,12.75,yes,no,13,4,32,4,2840,168,2015,714,5.709333705,4.88741249
HTC,Android,12.7,yes,no,13,5,16,4,2840,160,2015,945,5.798031486,4.92180408
HTC,Android,12.83,yes,no,20,13,32,4,2800,150,2015,795,5.770007074,4.985454229
HTC,Android,12.83,yes,no,13,4,16,4,2800,147,2015,598,5.768320996,4.167285187
HTC,Android,12.7,yes,no,20,4,32,4,2840,157,2015,604,5.885937351,4.932889945
HTC,Android,12.83,yes,no,13,8,16,4,2600,155,2015,1092,5.91609424,4.16852396
HTC,Android,12.7,no,no,13,5,32,4,2000,138,2015,874,5.523219371,4.048649603
HTC,Android,12.7,yes,no,13,5,16,4,2000,140,2014,602,5.194788506,4.239454497
HTC,Android,10.34,no,no,8,2,32,4,2000,154,2015,986,5.073359671,4.101651137
HTC,Android,12.83,yes,no,13,4,16,4,2600,183,2015,823,5.302408984,4.576153237
HTC,Android,10.29,no,no,5,0.3,32,4,2100,145,2015,995,4.378520495,3.803992261
HTC,Android,12.7,no,no,8,5,32,4,2100,160,2014,1044,5.247287195,4.258445573
HTC,Android,12.7,yes,no,8,5,32,4,2100,160,2014,1066,5.194178327,4.143928062
HTC,Android,20.55,yes,no,8,1.6,16,4,6700,425,2014,942,5.699774453,5.057773301
HTC,Android,12.83,no,no,13,5,32,4,2600,158,2014,1002,5.559527119,4.457481913
HTC,Android,12.7,yes,no,13,5,16,4,2600,160,2014,806,5.559488612,4.461761603
HTC,Android,12.75,yes,no,13,13,16,4,2400,154,2014,703,5.940434376,4.462684538
HTC,Android,10.34,yes,no,8,1.3,32,4,2040,146,2014,973,5.476003195,4.470037512
HTC,Android,12.83,yes,no,13,8,16,4,2600,155,2014,761,5.556094202,4.674696249
HTC,Android,12.83,yes,no,13,8,16,4,2600,155,2014,757,5.773370724,4.382901252
HTC,Android,12.83,yes,no,13,8,16,4,2600,155,2014,928,5.832351575,4.239166147
HTC,Android,12.7,yes,no,13,5,16,4,2600,164,2014,1057,5.860472784,4.766608532
HTC,Android,10.34,yes,no,5,0.3,32,4,2100,158,2014,773,5.307376211,4.206333064
HTC,Windows,12.7,yes,no,4,5,32,4,2600,160,2014,640,5.705181496,4.166355098
HTC,Windows,12.7,no,no,4,5,32,4,2600,160,2014,1028,5.70348243,4.736461572
HTC,Android,12.7,yes,no,13,5,16,4,2700,151,2014,754,5.523379077,4.185403293
HTC,Android,10.29,yes,no,13,5,16,4,2100,137,2014,697,5.628052675,4.407572542
HTC,Android,12.7,yes,no,4,5,16,4,2600,160,2014,1047,5.700109069,4.713755496
HTC,Android,12.7,no,no,5,2,16,4,1950,160,2014,977,5.07991257,3.96726848
HTC,Android,12.7,yes,no,13,5,16,4,2600,145,2014,1081,6.040326137,4.808682295
HTC,Android,10.29,yes,no,13,5,16,4,2110,137,2014,1090,5.516327766,4.340292766
HTC,Android,12.7,no,no,8,2,16,4,2000,150,2014,1044,5.196616812,3.962906216
HTC,Android,10.16,no,no,5,0.3,16,4,1300,130,2014,838,4.615120517,3.938664936
HTC,Android,12.7,yes,no,4,5,32,4,2600,160,2014,768,5.524137333,4.237000863
HTC,Android,12.7,yes,no,4,5,16,4,2600,160,2014,608,5.521340911,4.572956864
HTC,Android,10.29,no,no,5,0.3,16,4,2000,140,2014,641,4.93562435,3.584351925
HTC,Android,10.29,no,no,5,0.3,16,4,2000,140,2014,613,5.011368359,3.58407434
HTC,Android,12.83,no,no,13,5,32,4,2600,165,2014,620,5.52317944,4.117409835
HTC,Android,12.83,yes,no,13,5,32,4,2600,165,2014,575,5.52001988,4.618382517
HTC,Android,10.34,yes,no,8,1.3,32,4,2040,143.5,2014,770,5.301312876,4.061649179
HTC,Android,10.24,no,no,8,2.1,32,4,2100,130,2013,996,5.248654322,4.372102553
HTC,Android,12.7,no,no,8,2.1,32,4,2100,149,2014,683,5.395126422,4.233526626
HTC,Android,12.7,no,no,8,2.1,32,4,2100,149,2013,579,5.513307771,4.633757643
HTC,Android,10.29,no,no,5,0.3,16,4,2100,130,2013,959,5.60241398,3.673511977
HTC,Android,10.24,no,no,8,2.1,32,4,2100,130,2013,555,5.487780031,4.506233438
HTC,Android,12.93,yes,no,4,2.1,16,4,3300,217,2013,683,5.91242134,4.742320024
HTC,Android,10.24,no,no,5,0.3,16,4,1650,120,2013,1018,5.065880768,4.025351691
HTC,Android,10.29,yes,no,5,0.3,32,4,2100,130,2013,814,5.440858053,4.373616367
HTC,Android,10.24,no,no,8,1.6,16,4,1800,123,2013,770,5.190342325,4.217004575
HTC,Android,10.24,yes,no,4,1.6,16,4,1800,122,2013,920,5.476589067,4.172847624
HTC,Windows,10.24,yes,no,8,1.6,32,4,1800,120,2013,686,5.142949279,3.764218811
HTC,Android,12.7,yes,no,4,2.1,16,4,3200,160,2013,845,5.699171862,3.642835516
HTC,Android,7.75,no,no,5,1.6,16,4,1230,100,2013,833,4.61234439,3.827336197
HTC,Android,10.29,no,no,8,1.6,32,4,1860,130,2013,1072,5.665561262,4.402931595
HTC,Android,10.24,yes,no,5,1.6,16,4,2000,123.9,2013,836,5.305590851,4.244200318
HTC,Android,11.89,no,no,4,2.1,32,4,2300,156,2013,848,5.705514308,4.274580613
HTC,Android,10.34,yes,no,4,2.1,32,4,2300,143,2013,778,5.597458532,3.729301369
HTC,Android,10.16,no,no,5,1.6,16,4,1650,114,2013,947,5.011634794,3.456316681
HTC,Android,10.16,no,no,5,1.6,16,4,1650,107,2013,1070,5.196173893,4.044804117
Huawei,Android,16.43,yes,no,13,32,128,4,4200,192,2019,515,6.780864645,5.426578646
Huawei,Android,15.27,yes,no,13,32,64,4,3650,165,2019,359,6.523312642,5.022959044
Huawei,Android,15.62,yes,no,13,32,128,4,3340,159,2019,473,5.671775679,5.095956354
Huawei,Android,15.62,yes,no,13,32,128,4,3340,159,2019,210,5.596642599,4.882650396
Huawei,Android,15.47,yes,no,13,8,32,4,3020,150,2019,476,4.792976673,4.439233658
Huawei,Android,15.77,yes,no,13,8,64,4,3400,160,2019,381,5.291745821,4.469006761
Huawei,Android,18.08,yes,no,13,8,128,4,5000,210,2018,689,5.638354669,5.003409249
Huawei,Android,20.32,yes,no,13,16,512,4,4500,295,2019,434,7.741042591,5.887797042
Huawei,Android,20.32,yes,no,13,8,64,4,5100,310,2019,516,5.083823796,4.747884288
Huawei,Android,15.47,yes,no,13,8,32,4,3020,150,2019,499,4.78256295,4.212127598
Huawei,Android,15.47,yes,no,13,8,32,4,3020,150,2019,295,5.011901159,4.246636373
Huawei,Android,15.9,yes,no,13,8,32,4,4000,168,2019,399,5.016352254,4.439587745
Huawei,Android,15.9,yes,no,13,16,32,4,4000,168,2019,456,5.299916088,4.687026632
Huawei,Android,15.9,yes,no,13,16,32,4,4000,168,2019,442,5.190565104,4.713396591
Huawei,Android,13.84,yes,no,8,5,16,4,3020,142,2018,389,4.608265391,4.001498012
Huawei,Android,15.34,yes,no,13,25,128,4,3750,172,2018,365,6.173931927,5.296666004
Huawei,Android,15.77,yes,no,13,16,32,4,3400,160,2018,541,5.525452939,4.92180408
Huawei,Android,16.23,yes,no,13,24,256,4,4200,187,2018,365,7.377940142,6.109092015
Huawei,Android,17.83,yes,no,13,24,128,4,5000,232,2018,441,6.685561277,4.885525483
Huawei,Android,16.23,yes,no,13,24,256,4,4200,189,2018,702,6.779842359,5.496676301
Huawei,Android,16.59,yes,no,13,24,128,4,4000,188,2018,448,6.461671281,4.901415489
Huawei,Android,25.43,yes,no,5,2,32,4,5100,460,2018,651,5.297967305,4.6226171
Huawei,Android,25.43,yes,no,8,8,64,4,7500,475,2018,708,5.70388247,5.232978525
Huawei,Android,15.37,yes,no,13,8,128,4,4000,173,2018,654,5.393673,4.53635587
Huawei,Android,15.32,yes,no,13,8,64,4,3750,172,2018,575,5.702681869,4.721440968
Huawei,Android,15.77,yes,no,13,8,64,4,3400,160,2018,387,5.865986355,4.855306142
Huawei,Android,15.32,yes,no,13,8,128,4,3340,169,2018,496,5.389802057,4.81510691
